ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60827,17,4/19/2020,4/25/2020,5.0,19.0,18.0,66.5,31,89,108,311.4,0.2,0.2,1,2,3.5,7.0,28577,60827-17,POINT (-87.633087 41.650765)
60654,18,4/26/2020,5/2/2020,3.0,104.0,16.0,543.5,68,412,355,2153.1,0.0,0.3,0,0,0.0,0.0,19135,60654-18,POINT (-87.63635400000001 41.892485)
60622,17,4/19/2020,4/25/2020,59.0,262.0,112.0,496.3,243,1003,460,1899.9,0.2,0.3,10,21,18.9,39.8,52793,60622-17,POINT (-87.681818 41.902762)
60642,13,3/22/2020,3/28/2020,11.0,15.0,54.0,74.3,63,101,312,500.0,0.2,0.1,0,0,0.0,0.0,20201,60642-13,POINT (-87.657821 41.899935)
60661,21,5/17/2020,5/23/2020,2.0,30.0,20.0,302.2,56,334,564,3364.9,0.0,0.1,0,0,0.0,0.0,9926,60661-21,POINT (-87.644283 41.882786)
60601,25,6/14/2020,6/20/2020,3.0,69.0,20.0,470.2,93,881,634,6003.4,0.0,0.1,0,6,0.0,40.9,14675,60601-25,POINT (-87.622844 41.886262)
60649,18,4/26/2020,5/2/2020,67.0,525.0,146.0,1140.7,348,1717,756,3730.7,0.2,0.3,24,71,52.1,154.3,46024,60649-18,POINT (-87.571522 41.762202)
60645,25,6/14/2020,6/20/2020,14.0,1029.0,29.0,2155.8,355,4538,744,9507.2,0.0,0.2,1,66,2.1,138.3,47732,60645-25,POINT (-87.695049 42.008927)
60640,15,4/5/2020,4/11/2020,66.0,159.0,95.0,228.1,185,574,265,823.4,0.4,0.3,5,8,7.2,11.5,69715,60640-15,POINT (-87.662232 41.971888)
60609,20,5/10/2020,5/16/2020,207.0,1122.0,337.0,1824.5,839,3331,1364,5416.7,0.2,0.3,11,43,17.9,69.9,61495,60609-20,POINT (-87.653382 41.812017)
60639,18,4/26/2020,5/2/2020,490.0,1319.0,541.0,1457.2,1272,3448,1405,3809.2,0.4,0.4,12,43,13.3,47.5,90517,60639-18,POINT (-87.75531 41.920609)
60647,17,4/19/2020,4/25/2020,188.0,429.0,215.0,490.2,549,1602,627,1830.7,0.3,0.3,9,16,10.3,18.3,87509,60647-17,POINT (-87.701101 41.921058)
60604,18,4/26/2020,5/2/2020,3.0,8.0,384.0,1023.0,12,35,1534,4475.7,0.2,0.2,0,0,0.0,0.0,782,60604-18,POINT (-87.62902900000002 41.878153)
60610,25,6/14/2020,6/20/2020,7.0,246.0,18.0,630.5,347,2955,889,7573.2,0.0,0.1,1,8,2.6,20.5,39019,60610-25,POINT (-87.63581 41.90455)
60624,12,3/15/2020,3/21/2020,18.0,19.0,50.0,52.5,80,90,221,248.9,0.2,0.2,0,0,0.0,0.0,36158,60624-12,POINT (-87.722735 41.879417)
60619,20,5/10/2020,5/16/2020,51.0,691.0,83.0,1128.0,714,3531,1166,5764.1,0.1,0.2,7,52,11.4,84.9,61258,60619-20,POINT (-87.60569 41.744737)
60628,24,6/7/2020,6/13/2020,21.0,949.0,32.0,1422.3,479,5667,718,8493.2,0.0,0.2,3,97,4.5,145.4,66724,60628-24,POINT (-87.621537 41.694192)
60637,21,5/17/2020,5/23/2020,49.0,518.0,103.0,1091.6,516,3216,1087,6777.1,0.1,0.2,0,17,0.0,35.8,47454,60637-21,POINT (-87.604053 41.780991)
60639,13,3/22/2020,3/28/2020,48.0,61.0,53.0,67.4,139,207,154,228.7,0.3,0.3,0,1,0.0,1.1,90517,60639-13,POINT (-87.75531 41.920609)
60640,14,3/29/2020,4/4/2020,40.0,93.0,57.0,133.4,160,389,230,558.0,0.2,0.2,2,3,2.9,4.3,69715,60640-14,POINT (-87.662232 41.971888)
60608,25,6/14/2020,6/20/2020,22.0,1591.0,28.0,2008.7,676,7227,854,9124.4,0.0,0.2,6,66,7.6,83.3,79205,60608-25,POINT (-87.670366 41.849879)
60602,21,5/17/2020,5/23/2020,2.0,9.0,161.0,723.5,16,85,1286,6832.8,0.1,0.1,0,0,0.0,0.0,1244,60602-21,POINT (-87.628309 41.883136)
60659,22,5/24/2020,5/30/2020,50.0,624.0,122.0,1519.4,278,2371,677,5773.4,0.2,0.3,1,37,2.4,90.1,41068,60659-22,POINT (-87.703266 41.99080300000001)
60657,21,5/17/2020,5/23/2020,21.0,276.0,30.0,394.0,797,2783,1138,3972.8,0.0,0.1,4,23,5.7,32.8,70052,60657-21,POINT (-87.658216 41.939715)
60656,23,5/31/2020,6/6/2020,11.0,217.0,40.0,786.8,177,1902,642,6896.6,0.1,0.1,0,5,0.0,18.1,27579,60656-23,POINT (-87.817934 41.974566)
60615,20,5/10/2020,5/16/2020,31.0,286.0,75.0,688.1,319,1781,768,4285.1,0.1,0.2,3,14,7.2,33.7,41563,60615-20,POINT (-87.602725 41.80199300000001)
60614,17,4/19/2020,4/25/2020,64.0,250.0,90.0,350.6,295,1117,414,1566.4,0.2,0.2,6,30,8.4,42.1,71308,60614-17,POINT (-87.652064 41.922605)
60641,13,3/22/2020,3/28/2020,23.0,33.0,32.0,46.5,129,197,182,277.4,0.2,0.2,0,0,0.0,0.0,71023,60641-13,POINT (-87.746791 41.946682)
60629,12,3/15/2020,3/21/2020,15.0,15.0,13.0,13.4,78,83,70,74.2,0.2,0.2,0,0,0.0,0.0,111850,60629-12,POINT (-87.711565 41.777061)
60622,21,5/17/2020,5/23/2020,44.0,501.0,83.0,949.0,438,2499,830,4733.6,0.1,0.2,2,48,3.8,90.9,52793,60622-21,POINT (-87.681818 41.902762)
60636,22,5/24/2020,5/30/2020,37.0,606.0,115.0,1881.8,346,2398,1074,7446.5,0.1,0.3,2,44,6.2,136.6,32203,60636-22,POINT (-87.668597 41.77599)
60707,13,3/22/2020,3/28/2020,13.0,14.0,30.0,32.5,49,64,114,148.8,0.3,0.2,1,1,2.3,2.3,43019,60707-13,POINT (-87.808283 41.921777)
60634,21,5/17/2020,5/23/2020,104.0,1026.0,137.0,1350.1,869,5541,1144,7291.3,0.1,0.2,2,33,2.6,43.4,75995,60634-21,POINT (-87.797373 41.944967000000005)
60605,17,4/19/2020,4/25/2020,19.0,105.0,69.0,381.6,105,542,382,1969.5,0.2,0.2,0,0,0.0,0.0,27519,60605-17,POINT (-87.623449 41.867824)
60631,12,3/15/2020,3/21/2020,8.0,10.0,27.0,33.9,23,28,78,94.8,0.3,0.4,0,0,0.0,0.0,29529,60631-12,POINT (-87.813371 41.995019)
60612,21,5/17/2020,5/23/2020,61.0,606.0,178.0,1766.2,340,2667,991,7773.0,0.2,0.2,3,22,8.7,64.1,34311,60612-21,POINT (-87.687011 41.88004)
60643,25,6/14/2020,6/20/2020,6.0,602.0,12.0,1207.1,448,5013,898,10052.1,0.0,0.1,1,63,2.0,126.3,49870,60643-25,POINT (-87.662381 41.700445)
60661,17,4/19/2020,4/25/2020,3.0,19.0,30.0,191.4,29,132,292,1329.8,0.1,0.1,0,0,0.0,0.0,9926,60661-17,POINT (-87.644283 41.882786)
60633,22,5/24/2020,5/30/2020,8.0,79.0,62.0,613.8,81,574,629,4459.6,0.1,0.1,1,3,7.8,23.3,12871,60633-22,POINT (-87.556037 41.653147)
60638,15,4/5/2020,4/11/2020,61.0,136.0,104.0,231.3,231,622,393,1057.9,0.3,0.2,2,3,3.4,5.1,58797,60638-15,POINT (-87.771902 41.787032)
60631,25,6/14/2020,6/20/2020,9.0,274.0,30.0,927.9,293,3160,992,10701.3,0.0,0.1,6,32,20.3,108.4,29529,60631-25,POINT (-87.813371 41.995019)
60651,17,4/19/2020,4/25/2020,171.0,541.0,270.0,855.8,511,1517,808,2399.6,0.3,0.4,11,29,17.4,45.9,63218,60651-17,POINT (-87.741017 41.901964)
60660,21,5/17/2020,5/23/2020,34.0,335.0,79.0,774.7,253,1689,585,3905.9,0.1,0.2,2,37,4.6,85.6,43242,60660-21,POINT (-87.666362 41.991062)
60613,20,5/10/2020,5/16/2020,15.0,307.0,30.0,612.6,252,1565,503,3122.9,0.1,0.2,3,23,6.0,45.9,50113,60613-20,POINT (-87.661343 41.953742)
60606,18,4/26/2020,5/2/2020,2.0,19.0,64.0,612.7,34,167,1096,5385.4,0.1,0.1,0,0,0.0,0.0,3101,60606-18,POINT (-87.63676 41.882634)
60656,22,5/24/2020,5/30/2020,15.0,206.0,54.0,746.9,223,1725,809,6254.8,0.1,0.1,0,5,0.0,18.1,27579,60656-22,POINT (-87.817934 41.974566)
60652,13,3/22/2020,3/28/2020,37.0,49.0,84.0,111.6,104,141,237,321.1,0.4,0.3,1,1,2.3,2.3,43907,60652-13,POINT (-87.714238 41.745398)
60638,22,5/24/2020,5/30/2020,42.0,856.0,71.0,1455.9,450,4045,765,6879.6,0.1,0.2,3,29,5.1,49.3,58797,60638-22,POINT (-87.771902 41.787032)
60645,21,5/17/2020,5/23/2020,53.0,918.0,111.0,1923.2,357,3161,748,6622.4,0.1,0.3,6,59,12.6,123.6,47732,60645-21,POINT (-87.695049 42.008927)
60654,23,5/31/2020,6/6/2020,3.0,127.0,16.0,663.7,116,984,606,5142.4,0.0,0.1,0,1,0.0,5.2,19135,60654-23,POINT (-87.63635400000001 41.892485)
60633,15,4/5/2020,4/11/2020,5.0,13.0,39.0,101.0,13,63,101,489.5,0.4,0.2,0,0,0.0,0.0,12871,60633-15,POINT (-87.556037 41.653147)
60619,25,6/14/2020,6/20/2020,18.0,839.0,29.0,1369.6,527,6984,860,11401.0,0.0,0.1,3,64,4.9,104.5,61258,60619-25,POINT (-87.60569 41.744737)
60649,22,5/24/2020,5/30/2020,32.0,707.0,70.0,1536.2,400,3626,869,7878.5,0.1,0.2,4,104,8.7,226.0,46024,60649-22,POINT (-87.571522 41.762202)
60602,18,4/26/2020,5/2/2020,0.0,5.0,0.0,401.9,5,42,402,3376.2,0.0,0.1,0,0,0.0,0.0,1244,60602-18,POINT (-87.628309 41.883136)
60601,20,5/10/2020,5/16/2020,2.0,59.0,14.0,402.0,79,451,538,3073.3,0.0,0.1,0,5,0.0,34.1,14675,60601-20,POINT (-87.622844 41.886262)
60616,12,3/15/2020,3/21/2020,11.0,14.0,20.0,25.7,70,82,128,150.6,0.2,0.2,0,0,0.0,0.0,54464,60616-12,POINT (-87.629531 41.844869)
60609,24,6/7/2020,6/13/2020,34.0,1517.0,55.0,2466.9,443,5661,720,9205.6,0.1,0.3,2,62,3.3,100.8,61495,60609-24,POINT (-87.653382 41.812017)
60642,22,5/24/2020,5/30/2020,3.0,126.0,15.0,623.7,144,1032,713,5108.7,0.0,0.1,2,9,9.9,44.6,20201,60642-22,POINT (-87.657821 41.899935)
60621,25,6/14/2020,6/20/2020,14.0,515.0,48.0,1773.3,223,2941,768,10126.7,0.1,0.2,0,50,0.0,172.2,29042,60621-25,POINT (-87.638812 41.776931)
60624,16,4/12/2020,4/18/2020,83.0,315.0,230.0,871.2,244,828,675,2289.9,0.3,0.4,2,11,5.5,30.4,36158,60624-16,POINT (-87.722735 41.879417)
60611,20,5/10/2020,5/16/2020,9.0,99.0,28.0,305.3,244,1280,752,3947.4,0.0,0.1,0,2,0.0,6.2,32426,60611-20,POINT (-87.620291 41.894734)
60607,12,3/15/2020,3/21/2020,12.0,15.0,41.0,50.7,72,80,243,270.4,0.2,0.2,0,0,0.0,0.0,29591,60607-12,POINT (-87.652727 41.876104)
60641,18,4/26/2020,5/2/2020,187.0,579.0,263.0,815.2,626,2129,881,2997.6,0.3,0.3,6,22,8.4,31.0,71023,60641-18,POINT (-87.746791 41.946682)
60610,21,5/17/2020,5/23/2020,22.0,213.0,56.0,545.9,328,1710,841,4382.5,0.1,0.1,1,5,2.6,12.8,39019,60610-21,POINT (-87.63581 41.90455)
60608,21,5/17/2020,5/23/2020,133.0,1376.0,168.0,1737.3,764,4775,965,6028.7,0.2,0.3,5,42,6.3,53.0,79205,60608-21,POINT (-87.670366 41.849879)
60647,21,5/17/2020,5/23/2020,105.0,998.0,120.0,1140.5,751,4295,858,4908.1,0.1,0.2,12,67,13.7,76.6,87509,60647-21,POINT (-87.701101 41.921058)
60626,12,3/15/2020,3/21/2020,16.0,17.0,32.0,34.2,90,96,181,193.0,0.2,0.2,0,0,0.0,0.0,49730,60626-12,POINT (-87.669834 42.009469)
60653,12,3/15/2020,3/21/2020,22.0,22.0,69.0,68.8,82,88,256,275.2,0.3,0.2,0,0,0.0,0.0,31972,60653-12,POINT (-87.611244 41.819261)
60652,23,5/31/2020,6/6/2020,39.0,705.0,89.0,1605.7,296,3354,674,7638.9,0.1,0.2,11,39,25.1,88.8,43907,60652-23,POINT (-87.714238 41.745398)
60601,17,4/19/2020,4/25/2020,5.0,38.0,34.0,258.9,46,224,314,1526.4,0.1,0.2,1,3,6.8,20.4,14675,60601-17,POINT (-87.622844 41.886262)
60604,21,5/17/2020,5/23/2020,0.0,12.0,0.0,1534.5,8,66,1023,8439.9,0.0,0.2,0,0,0.0,0.0,782,60604-21,POINT (-87.62902900000002 41.878153)
60637,18,4/26/2020,5/2/2020,43.0,336.0,91.0,708.1,367,1747,773,3681.5,0.1,0.2,1,14,2.1,29.5,47454,60637-18,POINT (-87.604053 41.780991)
60618,12,3/15/2020,3/21/2020,16.0,22.0,17.0,23.3,98,117,104,123.9,0.2,0.2,0,0,0.0,0.0,94395,60618-12,POINT (-87.703343 41.946699)
60607,17,4/19/2020,4/25/2020,17.0,285.0,57.0,963.1,231,889,781,3004.3,0.1,0.3,1,2,3.4,6.8,29591,60607-17,POINT (-87.652727 41.876104)
60603,20,5/10/2020,5/16/2020,1.0,6.0,85.0,511.1,5,39,426,3322.0,0.2,0.2,0,0,0.0,0.0,1174,60603-20,POINT (-87.625473 41.880112000000004)
60623,20,5/10/2020,5/16/2020,355.0,2249.0,413.0,2615.8,1240,5573,1442,6481.8,0.3,0.4,22,90,25.6,104.7,85979,60623-20,POINT (-87.717446 41.850321)
60614,21,5/17/2020,5/23/2020,13.0,443.0,18.0,621.2,456,2927,640,4104.7,0.0,0.2,4,56,5.6,78.5,71308,60614-21,POINT (-87.652064 41.922605)
60615,16,4/12/2020,4/18/2020,36.0,162.0,87.0,389.8,185,755,445,1816.5,0.2,0.2,1,5,2.4,12.0,41563,60615-16,POINT (-87.602725 41.80199300000001)
60632,24,6/7/2020,6/13/2020,57.0,2615.0,63.0,2872.4,625,8048,686,8840.2,0.1,0.3,7,81,7.7,89.0,91039,60632-24,POINT (-87.711251 41.810038)
60612,25,6/14/2020,6/20/2020,7.0,667.0,20.0,1944.0,291,3912,848,11401.6,0.0,0.2,0,26,0.0,75.8,34311,60612-25,POINT (-87.687011 41.88004)
60643,21,5/17/2020,5/23/2020,24.0,554.0,48.0,1110.9,518,3462,1039,6942.0,0.0,0.2,5,48,10.0,96.3,49870,60643-21,POINT (-87.662381 41.700445)
60630,24,6/7/2020,6/13/2020,19.0,660.0,33.0,1150.9,417,4166,727,7264.9,0.0,0.2,3,53,5.2,92.4,57344,60630-24,POINT (-87.759611 41.971261)
60651,21,5/17/2020,5/23/2020,188.0,1311.0,297.0,2073.8,813,4520,1286,7149.9,0.2,0.3,8,58,12.7,91.7,63218,60651-21,POINT (-87.741017 41.901964)
60623,25,6/14/2020,6/20/2020,36.0,2824.0,42.0,3284.5,632,9271,735,10782.9,0.1,0.3,4,135,4.7,157.0,85979,60623-25,POINT (-87.717446 41.850321)
60661,13,3/22/2020,3/28/2020,8.0,11.0,81.0,110.8,29,51,292,513.8,0.3,0.2,0,0,0.0,0.0,9926,60661-13,POINT (-87.644283 41.882786)
60644,22,5/24/2020,5/30/2020,120.0,1123.0,252.0,2353.7,641,4450,1344,9326.8,0.2,0.3,4,71,8.4,148.8,47712,60644-22,POINT (-87.756863 41.881113)
60621,20,5/10/2020,5/16/2020,43.0,414.0,148.0,1425.5,321,1601,1105,5512.7,0.1,0.3,6,36,20.7,124.0,29042,60621-20,POINT (-87.638812 41.776931)
60636,15,4/5/2020,4/11/2020,52.0,178.0,162.0,552.7,105,385,326,1195.5,0.5,0.5,9,17,27.9,52.8,32203,60636-15,POINT (-87.668597 41.77599)
60634,18,4/26/2020,5/2/2020,175.0,643.0,230.0,846.1,746,3116,982,4100.3,0.2,0.2,5,21,6.6,27.6,75995,60634-18,POINT (-87.797373 41.944967000000005)
60605,12,3/15/2020,3/21/2020,19.0,22.0,69.0,79.9,82,99,298,359.8,0.2,0.2,0,0,0.0,0.0,27519,60605-12,POINT (-87.623449 41.867824)
60646,22,5/24/2020,5/30/2020,16.0,326.0,57.0,1164.8,191,1873,682,6692.4,0.1,0.2,2,36,7.1,128.6,27987,60646-22,POINT (-87.761826 41.993931)
60613,16,4/12/2020,4/18/2020,32.0,170.0,64.0,339.2,148,617,295,1231.2,0.2,0.3,3,8,6.0,16.0,50113,60613-16,POINT (-87.661343 41.953742)
60617,25,6/14/2020,6/20/2020,23.0,930.0,28.0,1126.8,585,7208,709,8733.4,0.0,0.1,1,63,1.2,76.3,82534,60617-25,POINT (-87.556897 41.721257)
60609,17,4/19/2020,4/25/2020,190.0,496.0,309.0,806.6,486,1301,790,2115.6,0.4,0.4,8,18,13.0,29.3,61495,60609-17,POINT (-87.653382 41.812017)
60618,22,5/24/2020,5/30/2020,87.0,1012.0,92.0,1072.1,750,5210,794,5519.4,0.1,0.2,3,38,3.2,40.3,94395,60618-22,POINT (-87.703343 41.946699)
60640,22,5/24/2020,5/30/2020,26.0,705.0,37.0,1011.3,570,3808,818,5462.2,0.0,0.2,2,78,2.9,111.9,69715,60640-22,POINT (-87.662232 41.971888)
60628,25,6/14/2020,6/20/2020,20.0,969.0,30.0,1452.3,484,6151,725,9218.6,0.0,0.2,3,100,4.5,149.9,66724,60628-25,POINT (-87.621537 41.694192)
60619,21,5/17/2020,5/23/2020,53.0,744.0,86.0,1214.5,1190,4721,1943,7706.7,0.0,0.2,5,57,8.2,93.0,61258,60619-21,POINT (-87.60569 41.744737)
60625,20,5/10/2020,5/16/2020,139.0,917.0,175.0,1157.2,671,3405,847,4296.9,0.2,0.3,16,72,20.2,90.9,79243,60625-20,POINT (-87.701816 41.971155)
60827,16,4/12/2020,4/18/2020,0.0,14.0,0.0,49.0,14,58,49,203.0,0.0,0.2,0,1,0.0,3.5,28577,60827-16,POINT (-87.633087 41.650765)
60610,18,4/26/2020,5/2/2020,18.0,145.0,46.0,371.6,172,820,441,2101.5,0.1,0.2,0,3,0.0,7.7,39019,60610-18,POINT (-87.63581 41.90455)
60656,13,3/22/2020,3/28/2020,17.0,22.0,62.0,79.8,142,170,515,616.4,0.1,0.1,0,0,0.0,0.0,27579,60656-13,POINT (-87.817934 41.974566)
60616,16,4/12/2020,4/18/2020,41.0,183.0,75.0,336.0,185,699,340,1283.4,0.2,0.3,7,15,12.9,27.5,54464,60616-16,POINT (-87.629531 41.844869)
60609,12,3/15/2020,3/21/2020,13.0,15.0,21.0,24.4,60,67,98,109.0,0.2,0.2,0,0,0.0,0.0,61495,60609-12,POINT (-87.653382 41.812017)
60601,24,6/7/2020,6/13/2020,3.0,66.0,20.0,449.7,94,788,640,5369.7,0.0,0.1,0,6,0.0,40.9,14675,60601-24,POINT (-87.622844 41.886262)
60625,15,4/5/2020,4/11/2020,100.0,203.0,126.0,256.2,256,672,323,848.0,0.4,0.3,2,5,2.5,6.3,79243,60625-15,POINT (-87.701816 41.971155)
60657,16,4/12/2020,4/18/2020,17.0,156.0,24.0,222.7,171,832,244,1187.7,0.1,0.2,4,6,5.7,8.6,70052,60657-16,POINT (-87.658216 41.939715)
60611,24,6/7/2020,6/13/2020,4.0,128.0,12.0,394.7,311,2354,959,7259.6,0.0,0.1,0,2,0.0,6.2,32426,60611-24,POINT (-87.620291 41.894734)
60611,17,4/19/2020,4/25/2020,8.0,74.0,25.0,228.2,135,586,416,1807.2,0.1,0.1,1,1,3.1,3.1,32426,60611-17,POINT (-87.620291 41.894734)
60601,13,3/22/2020,3/28/2020,9.0,22.0,61.0,149.9,39,79,266,538.3,0.2,0.3,0,0,0.0,0.0,14675,60601-13,POINT (-87.622844 41.886262)
60626,16,4/12/2020,4/18/2020,126.0,276.0,253.0,555.0,310,844,623,1697.2,0.4,0.3,10,17,20.1,34.2,49730,60626-16,POINT (-87.669834 42.009469)
60653,16,4/12/2020,4/18/2020,35.0,199.0,110.0,622.4,175,687,547,2148.8,0.2,0.3,2,12,6.3,37.5,31972,60653-16,POINT (-87.611244 41.819261)
60659,13,3/22/2020,3/28/2020,38.0,58.0,92.0,141.2,126,192,307,467.5,0.3,0.3,1,1,2.4,2.4,41068,60659-13,POINT (-87.703266 41.99080300000001)
60623,15,4/5/2020,4/11/2020,130.0,295.0,151.0,343.1,287,703,334,817.6,0.5,0.4,5,14,5.8,16.3,85979,60623-15,POINT (-87.717446 41.850321)
60639,21,5/17/2020,5/23/2020,320.0,2407.0,354.0,2659.2,1356,7419,1498,8196.3,0.2,0.3,11,79,12.2,87.3,90517,60639-21,POINT (-87.75531 41.920609)
60647,25,6/14/2020,6/20/2020,38.0,1189.0,43.0,1358.7,913,7613,1043,8699.7,0.0,0.2,4,85,4.6,97.1,87509,60647-25,POINT (-87.701101 41.921058)
60637,14,3/29/2020,4/4/2020,52.0,109.0,110.0,229.7,163,462,344,973.6,0.3,0.2,2,2,4.2,4.2,47454,60637-14,POINT (-87.604053 41.780991)
60613,12,3/15/2020,3/21/2020,22.0,26.0,44.0,51.9,78,94,156,187.6,0.3,0.3,0,0,0.0,0.0,50113,60613-12,POINT (-87.661343 41.953742)
60620,16,4/12/2020,4/18/2020,75.0,454.0,110.0,666.7,330,1216,485,1785.7,0.2,0.4,8,40,11.7,58.7,68096,60620-16,POINT (-87.651656 41.740873)
60606,21,5/17/2020,5/23/2020,0.0,20.0,0.0,645.0,71,357,2290,11512.4,0.0,0.1,0,0,0.0,0.0,3101,60606-21,POINT (-87.63676 41.882634)
60614,25,6/14/2020,6/20/2020,12.0,482.0,17.0,675.9,521,4782,731,6706.1,0.0,0.1,0,62,0.0,86.9,71308,60614-25,POINT (-87.652064 41.922605)
60615,12,3/15/2020,3/21/2020,25.0,25.0,60.0,60.1,139,147,334,353.7,0.2,0.2,0,0,0.0,0.0,41563,60615-12,POINT (-87.602725 41.80199300000001)
60618,16,4/12/2020,4/18/2020,116.0,309.0,123.0,327.3,485,1210,514,1281.8,0.2,0.3,4,6,4.2,6.4,94395,60618-16,POINT (-87.703343 41.946699)
60607,24,6/7/2020,6/13/2020,7.0,369.0,24.0,1247.0,257,2172,868,7340.1,0.0,0.2,0,4,0.0,13.5,29591,60607-24,POINT (-87.652727 41.876104)
60608,18,4/26/2020,5/2/2020,317.0,876.0,400.0,1106.0,927,2544,1170,3211.9,0.3,0.3,9,25,11.4,31.6,79205,60608-18,POINT (-87.670366 41.849879)
60621,15,4/5/2020,4/11/2020,49.0,135.0,169.0,464.8,125,366,430,1260.2,0.4,0.4,2,6,6.9,20.7,29042,60621-15,POINT (-87.638812 41.776931)
60632,20,5/10/2020,5/16/2020,365.0,2011.0,401.0,2208.9,1113,4939,1223,5425.1,0.3,0.4,9,49,9.9,53.8,91039,60632-20,POINT (-87.711251 41.810038)
60616,22,5/24/2020,5/30/2020,22.0,376.0,40.0,690.4,418,2932,768,5383.4,0.1,0.1,3,34,5.5,62.4,54464,60616-22,POINT (-87.629531 41.844869)
60622,16,4/12/2020,4/18/2020,51.0,203.0,97.0,384.5,223,760,422,1439.6,0.2,0.3,8,11,15.2,20.8,52793,60622-16,POINT (-87.681818 41.902762)
60604,25,6/14/2020,6/20/2020,0.0,14.0,0.0,1790.3,14,110,1790,14066.5,0.0,0.1,0,0,0.0,0.0,782,60604-25,POINT (-87.62902900000002 41.878153)
60654,17,4/19/2020,4/25/2020,6.0,101.0,31.0,527.8,59,344,308,1797.8,0.1,0.3,0,0,0.0,0.0,19135,60654-17,POINT (-87.63635400000001 41.892485)
60612,13,3/22/2020,3/28/2020,59.0,78.0,172.0,227.3,183,290,533,845.2,0.3,0.3,1,1,2.9,2.9,34311,60612-13,POINT (-87.687011 41.88004)
60628,15,4/5/2020,4/11/2020,66.0,299.0,99.0,448.1,208,846,312,1267.9,0.3,0.4,16,24,24.0,36.0,66724,60628-15,POINT (-87.621537 41.694192)
60630,20,5/10/2020,5/16/2020,87.0,509.0,152.0,887.6,459,2500,800,4359.7,0.2,0.2,5,29,8.7,50.6,57344,60630-20,POINT (-87.759611 41.971261)
60651,25,6/14/2020,6/20/2020,32.0,1550.0,51.0,2451.8,470,6579,744,10406.8,0.1,0.2,4,71,6.3,112.3,63218,60651-25,POINT (-87.741017 41.901964)
60643,18,4/26/2020,5/2/2020,36.0,464.0,72.0,930.4,392,2199,786,4409.5,0.1,0.2,12,35,24.1,70.2,49870,60643-18,POINT (-87.662381 41.700445)
60655,22,5/24/2020,5/30/2020,4.0,190.0,14.0,659.6,334,2193,1160,7613.5,0.0,0.1,1,8,3.5,27.8,28804,60655-22,POINT (-87.701434 41.696456)
60641,21,5/17/2020,5/23/2020,151.0,1038.0,213.0,1461.5,802,4403,1129,6199.4,0.2,0.2,3,40,4.2,56.3,71023,60641-21,POINT (-87.746791 41.946682)
60634,14,3/29/2020,4/4/2020,67.0,137.0,88.0,180.3,353,761,464,1001.4,0.2,0.2,4,4,5.3,5.3,75995,60634-14,POINT (-87.797373 41.944967000000005)
60645,18,4/26/2020,5/2/2020,104.0,675.0,218.0,1414.1,459,1929,962,4041.3,0.2,0.4,10,37,21.0,77.5,47732,60645-18,POINT (-87.695049 42.008927)
60827,21,5/17/2020,5/23/2020,3.0,38.0,10.0,133.0,42,235,147,822.3,0.1,0.2,0,4,0.0,14.0,28577,60827-21,POINT (-87.633087 41.650765)
60605,24,6/7/2020,6/13/2020,2.0,157.0,7.0,570.5,248,1832,901,6657.2,0.0,0.1,0,1,0.0,3.6,27519,60605-24,POINT (-87.623449 41.867824)
60653,22,5/24/2020,5/30/2020,16.0,407.0,50.0,1273.0,341,2843,1067,8892.2,0.0,0.1,1,29,3.1,90.7,31972,60653-22,POINT (-87.611244 41.819261)
60617,21,5/17/2020,5/23/2020,89.0,801.0,108.0,970.5,892,4765,1081,5773.4,0.1,0.2,4,46,4.8,55.7,82534,60617-21,POINT (-87.556897 41.721257)
60660,16,4/12/2020,4/18/2020,60.0,166.0,139.0,383.9,190,560,439,1295.0,0.3,0.3,7,9,16.2,20.8,43242,60660-16,POINT (-87.666362 41.991062)
60625,25,6/14/2020,6/20/2020,25.0,1254.0,32.0,1582.5,711,6882,897,8684.7,0.0,0.2,3,95,3.8,119.9,79243,60625-25,POINT (-87.701816 41.971155)
60624,21,5/17/2020,5/23/2020,98.0,707.0,271.0,1955.3,454,2620,1256,7246.0,0.2,0.3,2,24,5.5,66.4,36158,60624-21,POINT (-87.722735 41.879417)
60656,17,4/19/2020,4/25/2020,24.0,102.0,87.0,369.8,158,772,573,2799.2,0.2,0.1,0,4,0.0,14.5,27579,60656-17,POINT (-87.817934 41.974566)
60647,18,4/26/2020,5/2/2020,166.0,595.0,190.0,679.9,582,2184,665,2495.7,0.3,0.3,12,28,13.7,32.0,87509,60647-18,POINT (-87.701101 41.921058)
60649,14,3/29/2020,4/4/2020,64.0,137.0,139.0,297.7,188,462,408,1003.8,0.3,0.3,7,10,15.2,21.7,46024,60649-14,POINT (-87.571522 41.762202)
60620,22,5/24/2020,5/30/2020,36.0,918.0,53.0,1348.1,680,5440,999,7988.7,0.1,0.2,1,65,1.5,95.5,68096,60620-22,POINT (-87.651656 41.740873)
