ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60642,15,4/5/2020,4/11/2020,8.0,32.0,40.0,158.4,47,187,233,925.7,0.2,0.2,0,0,0.0,0.0,20201,60642-15,POINT (-87.657821 41.899935)
60660,22,5/24/2020,5/30/2020,31.0,366.0,72.0,846.4,340,2029,786,4692.2,0.1,0.2,0,37,0.0,85.6,43242,60660-22,POINT (-87.666362 41.991062)
60654,19,5/3/2020,5/9/2020,5.0,109.0,26.0,569.6,93,505,486,2639.1,0.1,0.2,0,0,0.0,0.0,19135,60654-19,POINT (-87.63635400000001 41.892485)
60641,15,4/5/2020,4/11/2020,88.0,160.0,124.0,225.3,282,650,397,915.2,0.3,0.2,4,6,5.6,8.4,71023,60641-15,POINT (-87.746791 41.946682)
60622,23,5/31/2020,6/6/2020,13.0,538.0,25.0,1019.1,377,3217,714,6093.6,0.0,0.2,1,51,1.9,96.6,52793,60622-23,POINT (-87.681818 41.902762)
60608,20,5/10/2020,5/16/2020,171.0,1243.0,216.0,1569.3,741,4011,936,5064.1,0.2,0.3,4,37,5.1,46.7,79205,60608-20,POINT (-87.670366 41.849879)
60651,18,4/26/2020,5/2/2020,212.0,753.0,335.0,1191.1,714,2231,1129,3529.1,0.3,0.3,6,35,9.5,55.4,63218,60651-18,POINT (-87.741017 41.901964)
60606,15,4/5/2020,4/11/2020,2.0,7.0,64.0,225.7,27,71,871,2289.6,0.1,0.1,0,0,0.0,0.0,3101,60606-15,POINT (-87.63676 41.882634)
60630,25,6/14/2020,6/20/2020,25.0,685.0,44.0,1194.5,452,4618,788,8053.2,0.1,0.1,4,57,7.0,99.4,57344,60630-25,POINT (-87.759611 41.971261)
60621,21,5/17/2020,5/23/2020,41.0,455.0,141.0,1566.7,374,1975,1288,6800.5,0.1,0.2,7,43,24.1,148.1,29042,60621-21,POINT (-87.638812 41.776931)
60656,24,6/7/2020,6/13/2020,9.0,226.0,33.0,819.5,187,2089,678,7574.6,0.0,0.1,0,5,0.0,18.1,27579,60656-24,POINT (-87.817934 41.974566)
60661,23,5/31/2020,6/6/2020,0.0,30.0,0.0,302.2,58,441,584,4442.9,0.0,0.1,0,0,0.0,0.0,9926,60661-23,POINT (-87.644283 41.882786)
60620,23,5/31/2020,6/6/2020,32.0,950.0,47.0,1395.1,438,5878,643,8631.9,0.1,0.2,1,66,1.5,96.9,68096,60620-23,POINT (-87.651656 41.740873)
60641,14,3/29/2020,4/4/2020,39.0,72.0,55.0,101.4,171,368,241,518.1,0.2,0.2,2,2,2.8,2.8,71023,60641-14,POINT (-87.746791 41.946682)
60615,19,5/3/2020,5/9/2020,30.0,255.0,72.0,613.5,281,1462,676,3517.6,0.1,0.2,1,11,2.4,26.5,41563,60615-19,POINT (-87.602725 41.80199300000001)
60660,23,5/31/2020,6/6/2020,19.0,385.0,44.0,890.3,292,2321,675,5367.5,0.1,0.2,0,37,0.0,85.6,43242,60660-23,POINT (-87.666362 41.991062)
60633,16,4/12/2020,4/18/2020,7.0,20.0,54.0,155.4,47,110,365,854.6,0.1,0.2,0,0,0.0,0.0,12871,60633-16,POINT (-87.556037 41.653147)
60630,14,3/29/2020,4/4/2020,35.0,71.0,61.0,123.8,180,399,314,695.8,0.2,0.2,0,2,0.0,3.5,57344,60630-14,POINT (-87.759611 41.971261)
60614,20,5/10/2020,5/16/2020,32.0,430.0,45.0,603.0,477,2471,669,3465.2,0.1,0.2,6,52,8.4,72.9,71308,60614-20,POINT (-87.652064 41.922605)
60707,23,5/31/2020,6/6/2020,13.0,186.0,30.0,432.4,131,1508,304,3505.4,0.1,0.1,0,10,0.0,23.2,43019,60707-23,POINT (-87.808283 41.921777)
60652,19,5/3/2020,5/9/2020,87.0,471.0,198.0,1072.7,383,1759,872,4006.2,0.2,0.3,0,12,0.0,27.3,43907,60652-19,POINT (-87.714238 41.745398)
60636,21,5/17/2020,5/23/2020,50.0,569.0,155.0,1766.9,389,2052,1208,6372.1,0.1,0.3,1,42,3.1,130.4,32203,60636-21,POINT (-87.668597 41.77599)
60643,20,5/10/2020,5/16/2020,32.0,530.0,64.0,1062.8,393,2944,788,5903.3,0.1,0.2,3,43,6.0,86.2,49870,60643-20,POINT (-87.662381 41.700445)
60605,18,4/26/2020,5/2/2020,11.0,116.0,40.0,421.5,156,698,567,2536.4,0.1,0.2,1,1,3.6,3.6,27519,60605-18,POINT (-87.623449 41.867824)
60625,18,4/26/2020,5/2/2020,212.0,632.0,268.0,797.5,751,2153,948,2717.0,0.3,0.3,15,40,18.9,50.5,79243,60625-18,POINT (-87.701816 41.971155)
60610,20,5/10/2020,5/16/2020,25.0,191.0,64.0,489.5,347,1382,889,3541.9,0.1,0.1,0,4,0.0,10.3,39019,60610-20,POINT (-87.63581 41.90455)
60633,21,5/17/2020,5/23/2020,11.0,71.0,86.0,551.6,93,493,723,3830.3,0.1,0.1,0,2,0.0,15.5,12871,60633-21,POINT (-87.556037 41.653147)
60638,16,4/12/2020,4/18/2020,71.0,207.0,121.0,352.1,309,931,526,1583.4,0.2,0.2,3,6,5.1,10.2,58797,60638-16,POINT (-87.771902 41.787032)
60651,20,5/10/2020,5/16/2020,174.0,1123.0,275.0,1776.4,711,3707,1125,5863.8,0.2,0.3,9,50,14.2,79.1,63218,60651-20,POINT (-87.741017 41.901964)
60607,13,3/22/2020,3/28/2020,28.0,43.0,95.0,145.3,119,199,402,672.5,0.2,0.2,0,0,0.0,0.0,29591,60607-13,POINT (-87.652727 41.876104)
60644,21,5/17/2020,5/23/2020,105.0,1003.0,220.0,2102.2,550,3809,1153,7983.3,0.2,0.3,12,67,25.2,140.4,47712,60644-21,POINT (-87.756863 41.881113)
60647,20,5/10/2020,5/16/2020,149.0,893.0,170.0,1020.5,702,3544,802,4049.9,0.2,0.3,11,55,12.6,62.9,87509,60647-20,POINT (-87.701101 41.921058)
60613,19,5/3/2020,5/9/2020,29.0,292.0,58.0,582.7,231,1313,461,2620.1,0.1,0.2,8,20,16.0,39.9,50113,60613-19,POINT (-87.661343 41.953742)
60617,14,3/29/2020,4/4/2020,86.0,193.0,104.0,233.8,234,580,284,702.7,0.4,0.3,7,10,8.5,12.1,82534,60617-14,POINT (-87.556897 41.721257)
60619,14,3/29/2020,4/4/2020,101.0,227.0,165.0,370.6,268,611,438,997.4,0.4,0.4,10,10,16.3,16.3,61258,60619-14,POINT (-87.60569 41.744737)
60649,15,4/5/2020,4/11/2020,66.0,203.0,143.0,441.1,169,631,367,1371.0,0.4,0.3,12,22,26.1,47.8,46024,60649-15,POINT (-87.571522 41.762202)
60659,19,5/3/2020,5/9/2020,76.0,475.0,185.0,1156.6,293,1523,714,3708.5,0.3,0.3,5,28,12.2,68.2,41068,60659-19,POINT (-87.703266 41.99080300000001)
60607,18,4/26/2020,5/2/2020,33.0,318.0,112.0,1074.7,128,1017,433,3436.9,0.3,0.3,1,3,3.4,10.1,29591,60607-18,POINT (-87.652727 41.876104)
60615,17,4/19/2020,4/25/2020,39.0,201.0,94.0,483.6,196,951,472,2288.1,0.2,0.2,2,7,4.8,16.8,41563,60615-17,POINT (-87.602725 41.80199300000001)
60623,21,5/17/2020,5/23/2020,270.0,2519.0,314.0,2929.8,1097,6670,1276,7757.7,0.2,0.4,17,107,19.8,124.4,85979,60623-21,POINT (-87.717446 41.850321)
60659,24,6/7/2020,6/13/2020,27.0,672.0,66.0,1636.3,321,2923,782,7117.5,0.1,0.2,0,39,0.0,95.0,41068,60659-24,POINT (-87.703266 41.99080300000001)
60628,18,4/26/2020,5/2/2020,87.0,672.0,130.0,1007.1,494,2227,740,3337.6,0.2,0.3,14,53,21.0,79.4,66724,60628-18,POINT (-87.621537 41.694192)
60642,25,6/14/2020,6/20/2020,16.0,153.0,79.0,757.4,271,1659,1342,8212.5,0.1,0.1,1,12,5.0,59.4,20201,60642-25,POINT (-87.657821 41.899935)
60632,25,6/14/2020,6/20/2020,53.0,2668.0,58.0,2930.6,518,8566,569,9409.2,0.1,0.3,1,82,1.1,90.1,91039,60632-25,POINT (-87.711251 41.810038)
60640,16,4/12/2020,4/18/2020,127.0,286.0,182.0,410.2,324,898,465,1288.1,0.4,0.3,7,15,10.0,21.5,69715,60640-16,POINT (-87.662232 41.971888)
60616,23,5/31/2020,6/6/2020,16.0,392.0,29.0,719.7,277,3209,509,5892.0,0.1,0.1,0,34,0.0,62.4,54464,60616-23,POINT (-87.629531 41.844869)
60644,15,4/5/2020,4/11/2020,104.0,272.0,218.0,570.1,235,625,492,1309.9,0.4,0.4,3,9,6.3,18.9,47712,60644-15,POINT (-87.756863 41.881113)
60612,20,5/10/2020,5/16/2020,71.0,545.0,207.0,1588.4,419,2327,1221,6782.1,0.2,0.2,2,19,5.8,55.4,34311,60612-20,POINT (-87.687011 41.88004)
60639,15,4/5/2020,4/11/2020,124.0,265.0,137.0,292.8,313,723,346,798.7,0.4,0.4,5,7,5.5,7.7,90517,60639-15,POINT (-87.75531 41.920609)
60657,23,5/31/2020,6/6/2020,6.0,293.0,9.0,418.3,388,3550,554,5067.7,0.0,0.1,0,24,0.0,34.3,70052,60657-23,POINT (-87.658216 41.939715)
60603,18,4/26/2020,5/2/2020,1.0,5.0,85.0,425.9,10,29,852,2470.2,0.1,0.2,0,0,0.0,0.0,1174,60603-18,POINT (-87.625473 41.880112000000004)
60634,15,4/5/2020,4/11/2020,86.0,223.0,113.0,293.4,426,1187,561,1561.9,0.2,0.2,3,7,3.9,9.2,75995,60634-15,POINT (-87.797373 41.944967000000005)
60636,16,4/12/2020,4/18/2020,61.0,239.0,189.0,742.2,150,535,466,1661.3,0.4,0.4,6,23,18.6,71.4,32203,60636-16,POINT (-87.668597 41.77599)
60608,24,6/7/2020,6/13/2020,32.0,1569.0,40.0,1980.9,713,6551,900,8270.9,0.0,0.2,9,60,11.4,75.8,79205,60608-24,POINT (-87.670366 41.849879)
60632,14,3/29/2020,4/4/2020,50.0,78.0,55.0,85.7,122,295,134,324.0,0.4,0.3,1,2,1.1,2.2,91039,60632-14,POINT (-87.711251 41.810038)
60653,23,5/31/2020,6/6/2020,13.0,420.0,41.0,1313.6,252,3095,788,9680.3,0.1,0.1,1,30,3.1,93.8,31972,60653-23,POINT (-87.611244 41.819261)
60646,21,5/17/2020,5/23/2020,27.0,310.0,96.0,1107.7,207,1682,740,6009.9,0.1,0.2,3,34,10.7,121.5,27987,60646-21,POINT (-87.761826 41.993931)
60630,18,4/26/2020,5/2/2020,89.0,347.0,155.0,605.1,351,1624,612,2832.0,0.3,0.2,4,18,7.0,31.4,57344,60630-18,POINT (-87.759611 41.971261)
60654,24,6/7/2020,6/13/2020,2.0,129.0,10.0,674.2,173,1157,904,6046.5,0.0,0.1,0,1,0.0,5.2,19135,60654-24,POINT (-87.63635400000001 41.892485)
60645,20,5/10/2020,5/16/2020,118.0,865.0,247.0,1812.2,504,2804,1056,5874.5,0.2,0.3,10,53,21.0,111.0,47732,60645-20,POINT (-87.695049 42.008927)
60649,21,5/17/2020,5/23/2020,39.0,675.0,85.0,1466.6,587,3226,1275,7009.4,0.1,0.2,6,100,13.0,217.3,46024,60649-21,POINT (-87.571522 41.762202)
60621,14,3/29/2020,4/4/2020,53.0,86.0,182.0,296.1,117,241,403,829.8,0.5,0.4,3,4,10.3,13.8,29042,60621-14,POINT (-87.638812 41.776931)
60634,20,5/10/2020,5/16/2020,122.0,922.0,160.0,1213.2,799,4672,1051,6147.8,0.2,0.2,6,31,7.9,40.8,75995,60634-20,POINT (-87.797373 41.944967000000005)
60609,19,5/3/2020,5/9/2020,176.0,915.0,286.0,1487.9,549,2492,893,4052.4,0.3,0.4,8,32,13.0,52.0,61495,60609-19,POINT (-87.653382 41.812017)
60643,24,6/7/2020,6/13/2020,13.0,596.0,26.0,1195.1,389,4565,780,9153.8,0.0,0.1,4,62,8.0,124.3,49870,60643-24,POINT (-87.662381 41.700445)
60655,23,5/31/2020,6/6/2020,3.0,193.0,10.0,670.0,137,2330,476,8089.2,0.0,0.1,1,9,3.5,31.2,28804,60655-23,POINT (-87.701434 41.696456)
60610,24,6/7/2020,6/13/2020,4.0,239.0,10.0,612.5,334,2608,856,6683.9,0.0,0.1,1,7,2.6,17.9,39019,60610-24,POINT (-87.63581 41.90455)
60625,14,3/29/2020,4/4/2020,54.0,103.0,68.0,130.0,174,416,220,525.0,0.3,0.2,2,3,2.5,3.8,79243,60625-14,POINT (-87.701816 41.971155)
60611,19,5/3/2020,5/9/2020,6.0,90.0,18.0,277.6,226,1036,697,3195.0,0.0,0.1,1,2,3.1,6.2,32426,60611-19,POINT (-87.620291 41.894734)
60602,20,5/10/2020,5/16/2020,0.0,7.0,0.0,562.7,12,69,965,5546.6,0.0,0.1,0,0,0.0,0.0,1244,60602-20,POINT (-87.628309 41.883136)
60652,24,6/7/2020,6/13/2020,9.0,714.0,20.0,1626.2,328,3682,747,8385.9,0.0,0.2,4,43,9.1,97.9,43907,60652-24,POINT (-87.714238 41.745398)
60646,15,4/5/2020,4/11/2020,12.0,49.0,43.0,175.1,127,400,454,1429.2,0.1,0.1,1,3,3.6,10.7,27987,60646-15,POINT (-87.761826 41.993931)
60656,19,5/3/2020,5/9/2020,21.0,148.0,76.0,536.6,177,1116,642,4046.6,0.1,0.1,0,5,0.0,18.1,27579,60656-19,POINT (-87.817934 41.974566)
60601,18,4/26/2020,5/2/2020,13.0,51.0,89.0,347.5,71,295,484,2010.2,0.2,0.2,1,4,6.8,27.3,14675,60601-18,POINT (-87.622844 41.886262)
60660,15,4/5/2020,4/11/2020,46.0,106.0,106.0,245.1,132,370,305,855.6,0.3,0.3,1,2,2.3,4.6,43242,60660-15,POINT (-87.666362 41.991062)
60618,23,5/31/2020,6/6/2020,51.0,1063.0,54.0,1126.1,646,5856,684,6203.7,0.1,0.2,2,40,2.1,42.4,94395,60618-23,POINT (-87.703343 41.946699)
60637,15,4/5/2020,4/11/2020,55.0,164.0,116.0,345.6,180,642,379,1352.9,0.3,0.3,2,4,4.2,8.4,47454,60637-15,POINT (-87.604053 41.780991)
60628,14,3/29/2020,4/4/2020,116.0,233.0,174.0,349.2,306,638,459,956.2,0.4,0.4,7,8,10.5,12.0,66724,60628-14,POINT (-87.621537 41.694192)
60601,19,5/3/2020,5/9/2020,6.0,57.0,41.0,388.4,77,372,525,2534.9,0.1,0.2,1,5,6.8,34.1,14675,60601-19,POINT (-87.622844 41.886262)
60642,21,5/17/2020,5/23/2020,16.0,123.0,79.0,608.9,150,888,742,4395.8,0.1,0.1,3,7,14.9,34.7,20201,60642-21,POINT (-87.657821 41.899935)
60624,15,4/5/2020,4/11/2020,70.0,232.0,194.0,641.6,189,584,523,1615.1,0.4,0.4,4,9,11.1,24.9,36158,60624-15,POINT (-87.722735 41.879417)
60647,14,3/29/2020,4/4/2020,34.0,78.0,39.0,89.1,172,467,197,533.7,0.2,0.2,1,1,1.1,1.1,87509,60647-14,POINT (-87.701101 41.921058)
60637,20,5/10/2020,5/16/2020,79.0,469.0,166.0,988.3,497,2700,1047,5689.7,0.2,0.2,3,17,6.3,35.8,47454,60637-20,POINT (-87.604053 41.780991)
60611,18,4/26/2020,5/2/2020,10.0,84.0,31.0,259.1,224,810,691,2498.0,0.0,0.1,0,1,0.0,3.1,32426,60611-18,POINT (-87.620291 41.894734)
60646,25,6/14/2020,6/20/2020,5.0,344.0,18.0,1229.1,268,2533,958,9050.6,0.0,0.1,0,41,0.0,146.5,27987,60646-25,POINT (-87.761826 41.993931)
60623,14,3/29/2020,4/4/2020,90.0,165.0,105.0,191.9,192,416,223,483.8,0.5,0.4,5,9,5.8,10.5,85979,60623-14,POINT (-87.717446 41.850321)
60632,18,4/26/2020,5/2/2020,473.0,1245.0,520.0,1367.5,1065,2756,1170,3027.3,0.4,0.5,11,27,12.1,29.7,91039,60632-18,POINT (-87.711251 41.810038)
60606,24,6/7/2020,6/13/2020,0.0,21.0,0.0,677.2,69,621,2225,20025.8,0.0,0.0,0,0,0.0,0.0,3101,60606-24,POINT (-87.63676 41.882634)
60638,21,5/17/2020,5/23/2020,87.0,814.0,148.0,1384.4,564,3595,959,6114.3,0.2,0.2,2,26,3.4,44.2,58797,60638-21,POINT (-87.771902 41.787032)
60640,21,5/17/2020,5/23/2020,50.0,679.0,72.0,974.0,489,3238,701,4644.6,0.1,0.2,7,76,10.0,109.0,69715,60640-21,POINT (-87.662232 41.971888)
60656,16,4/12/2020,4/18/2020,20.0,78.0,72.0,282.8,141,614,511,2226.3,0.1,0.1,2,4,7.3,14.5,27579,60656-16,POINT (-87.817934 41.974566)
60645,24,6/7/2020,6/13/2020,29.0,1015.0,61.0,2126.5,402,4183,842,8763.5,0.1,0.2,0,65,0.0,136.2,47732,60645-24,POINT (-87.695049 42.008927)
60649,25,6/14/2020,6/20/2020,12.0,749.0,26.0,1627.4,388,4692,843,10194.7,0.0,0.2,1,116,2.2,252.0,46024,60649-25,POINT (-87.571522 41.762202)
60654,12,3/15/2020,3/21/2020,13.0,16.0,68.0,83.6,51,61,266,318.8,0.3,0.3,0,0,0.0,0.0,19135,60654-12,POINT (-87.63635400000001 41.892485)
60607,23,5/31/2020,6/6/2020,3.0,362.0,10.0,1223.3,175,1915,591,6471.6,0.0,0.2,0,4,0.0,13.5,29591,60607-23,POINT (-87.652727 41.876104)
60621,18,4/26/2020,5/2/2020,61.0,317.0,210.0,1091.5,244,998,840,3436.4,0.2,0.3,9,24,31.0,82.6,29042,60621-18,POINT (-87.638812 41.776931)
60707,16,4/12/2020,4/18/2020,5.0,35.0,12.0,81.4,100,287,232,667.1,0.0,0.1,1,2,2.3,4.6,43019,60707-16,POINT (-87.808283 41.921777)
60622,15,4/5/2020,4/11/2020,61.0,152.0,116.0,287.9,191,537,362,1017.2,0.3,0.3,2,3,3.8,5.7,52793,60622-15,POINT (-87.681818 41.902762)
60612,14,3/29/2020,4/4/2020,50.0,128.0,146.0,373.1,164,454,478,1323.2,0.3,0.3,3,4,8.7,11.7,34311,60612-14,POINT (-87.687011 41.88004)
60827,15,4/5/2020,4/11/2020,2.0,14.0,7.0,49.0,10,44,35,154.0,0.2,0.3,0,1,0.0,3.5,28577,60827-15,POINT (-87.633087 41.650765)
60634,24,6/7/2020,6/13/2020,31.0,1174.0,41.0,1544.8,609,7475,801,9836.2,0.1,0.2,3,40,3.9,52.6,75995,60634-24,POINT (-87.797373 41.944967000000005)
60629,22,5/24/2020,5/30/2020,192.0,2493.0,172.0,2228.9,1100,8353,984,7468.0,0.2,0.3,10,71,8.9,63.5,111850,60629-22,POINT (-87.711565 41.777061)
60609,23,5/31/2020,6/6/2020,47.0,1483.0,76.0,2411.6,415,5218,675,8485.2,0.1,0.3,5,60,8.1,97.6,61495,60609-23,POINT (-87.653382 41.812017)
60661,16,4/12/2020,4/18/2020,1.0,16.0,10.0,161.2,25,103,252,1037.7,0.0,0.2,0,0,0.0,0.0,9926,60661-16,POINT (-87.644283 41.882786)
60636,25,6/14/2020,6/20/2020,19.0,658.0,59.0,2043.3,234,3096,727,9614.0,0.1,0.2,1,48,3.1,149.1,32203,60636-25,POINT (-87.668597 41.77599)
60641,24,6/7/2020,6/13/2020,34.0,1228.0,48.0,1729.0,718,6491,1011,9139.3,0.0,0.2,3,46,4.2,64.8,71023,60641-24,POINT (-87.746791 41.946682)
60657,15,4/5/2020,4/11/2020,29.0,139.0,41.0,198.4,172,661,246,943.6,0.2,0.2,2,2,2.9,2.9,70052,60657-15,POINT (-87.658216 41.939715)
60611,23,5/31/2020,6/6/2020,7.0,124.0,22.0,382.4,232,2043,716,6300.5,0.0,0.1,0,2,0.0,6.2,32426,60611-23,POINT (-87.620291 41.894734)
60601,14,3/29/2020,4/4/2020,4.0,26.0,27.0,177.2,21,100,143,681.4,0.2,0.3,0,0,0.0,0.0,14675,60601-14,POINT (-87.622844 41.886262)
60626,15,4/5/2020,4/11/2020,70.0,150.0,141.0,301.6,181,534,364,1073.8,0.4,0.3,5,7,10.1,14.1,49730,60626-15,POINT (-87.669834 42.009469)
60659,16,4/12/2020,4/18/2020,74.0,247.0,180.0,601.4,210,694,511,1689.9,0.4,0.4,6,13,14.6,31.7,41068,60659-16,POINT (-87.703266 41.99080300000001)
60602,24,6/7/2020,6/13/2020,0.0,10.0,0.0,803.9,15,135,1206,10852.1,0.0,0.1,0,0,0.0,0.0,1244,60602-24,POINT (-87.628309 41.883136)
60605,23,5/31/2020,6/6/2020,4.0,155.0,14.0,563.2,209,1584,760,5756.0,0.0,0.1,0,1,0.0,3.6,27519,60605-23,POINT (-87.623449 41.867824)
60639,24,6/7/2020,6/13/2020,69.0,2738.0,76.0,3024.8,687,9920,759,10959.3,0.1,0.3,7,93,7.7,102.7,90517,60639-24,POINT (-87.75531 41.920609)
60617,22,5/24/2020,5/30/2020,47.0,848.0,57.0,1027.5,748,5513,906,6679.7,0.1,0.2,7,53,8.5,64.2,82534,60617-22,POINT (-87.556897 41.721257)
60652,12,3/15/2020,3/21/2020,12.0,12.0,27.0,27.3,32,37,73,84.3,0.4,0.3,0,0,0.0,0.0,43907,60652-12,POINT (-87.714238 41.745398)
60620,15,4/5/2020,4/11/2020,114.0,379.0,167.0,556.6,270,886,396,1301.1,0.4,0.4,16,32,23.5,47.0,68096,60620-15,POINT (-87.651656 41.740873)
60609,18,4/26/2020,5/2/2020,243.0,739.0,395.0,1201.7,642,1943,1044,3159.6,0.4,0.4,6,24,9.8,39.0,61495,60609-18,POINT (-87.653382 41.812017)
60614,14,3/29/2020,4/4/2020,38.0,108.0,53.0,151.5,141,436,198,611.4,0.3,0.2,0,1,0.0,1.4,71308,60614-14,POINT (-87.652064 41.922605)
60618,11,3/8/2020,3/14/2020,5.0,6.0,5.0,6.4,18,19,19,20.1,0.3,0.3,0,0,0.0,0.0,94395,60618-11,POINT (-87.703343 41.946699)
60603,19,5/3/2020,5/9/2020,0.0,5.0,0.0,425.9,5,34,426,2896.1,0.0,0.1,0,0,0.0,0.0,1174,60603-19,POINT (-87.625473 41.880112000000004)
60619,22,5/24/2020,5/30/2020,35.0,779.0,57.0,1271.7,725,5446,1184,8890.3,0.0,0.1,2,59,3.3,96.3,61258,60619-22,POINT (-87.60569 41.744737)
60604,24,6/7/2020,6/13/2020,1.0,14.0,128.0,1790.3,7,96,895,12276.2,0.1,0.1,0,0,0.0,0.0,782,60604-24,POINT (-87.62902900000002 41.878153)
60616,15,4/5/2020,4/11/2020,48.0,142.0,88.0,260.7,166,514,305,943.7,0.3,0.3,4,8,7.3,14.7,54464,60616-15,POINT (-87.629531 41.844869)
60601,23,5/31/2020,6/6/2020,1.0,63.0,7.0,429.3,72,694,491,4729.1,0.0,0.1,1,6,6.8,40.9,14675,60601-23,POINT (-87.622844 41.886262)
60613,18,4/26/2020,5/2/2020,60.0,263.0,120.0,524.8,268,1082,535,2159.1,0.2,0.2,1,12,2.0,23.9,50113,60613-18,POINT (-87.661343 41.953742)
60630,21,5/17/2020,5/23/2020,74.0,583.0,129.0,1016.7,471,2971,821,5181.0,0.2,0.2,12,41,20.9,71.5,57344,60630-21,POINT (-87.759611 41.971261)
60631,22,5/24/2020,5/30/2020,7.0,235.0,24.0,795.8,323,2355,1094,7975.2,0.0,0.1,3,21,10.2,71.1,29529,60631-22,POINT (-87.813371 41.995019)
60610,14,3/29/2020,4/4/2020,21.0,80.0,54.0,205.0,81,284,208,727.9,0.3,0.3,0,0,0.0,0.0,39019,60610-14,POINT (-87.63581 41.90455)
60651,14,3/29/2020,4/4/2020,70.0,150.0,111.0,237.3,191,403,302,637.5,0.4,0.4,7,7,11.1,11.1,63218,60651-14,POINT (-87.741017 41.901964)
60653,15,4/5/2020,4/11/2020,55.0,164.0,172.0,512.9,167,512,522,1601.4,0.3,0.3,7,10,21.9,31.3,31972,60653-15,POINT (-87.611244 41.819261)
60611,13,3/22/2020,3/28/2020,21.0,36.0,65.0,111.0,119,215,367,663.0,0.2,0.2,0,0,0.0,0.0,32426,60611-13,POINT (-87.620291 41.894734)
60638,25,6/14/2020,6/20/2020,13.0,911.0,22.0,1549.4,365,5120,621,8707.9,0.0,0.2,1,32,1.7,54.4,58797,60638-25,POINT (-87.771902 41.787032)
60628,21,5/17/2020,5/23/2020,59.0,873.0,88.0,1308.4,810,4114,1214,6165.7,0.1,0.2,6,79,9.0,118.4,66724,60628-21,POINT (-87.621537 41.694192)
60620,11,3/8/2020,3/14/2020,4.0,5.0,6.0,7.3,12,14,18,20.6,0.3,0.4,0,0,0.0,0.0,68096,60620-11,POINT (-87.651656 41.740873)
60623,18,4/26/2020,5/2/2020,572.0,1432.0,665.0,1665.5,1224,3154,1424,3668.3,0.5,0.5,16,52,18.6,60.5,85979,60623-18,POINT (-87.717446 41.850321)
60640,25,6/14/2020,6/20/2020,12.0,754.0,17.0,1081.5,817,6002,1172,8609.3,0.0,0.1,0,82,0.0,117.6,69715,60640-25,POINT (-87.662232 41.971888)
60613,13,3/22/2020,3/28/2020,31.0,57.0,62.0,113.7,118,212,236,423.0,0.3,0.3,0,0,0.0,0.0,50113,60613-13,POINT (-87.661343 41.953742)
60642,16,4/12/2020,4/18/2020,5.0,37.0,25.0,183.2,73,260,361,1287.1,0.1,0.1,1,1,5.0,5.0,20201,60642-16,POINT (-87.657821 41.899935)
60615,23,5/31/2020,6/6/2020,8.0,339.0,19.0,815.6,282,2813,678,6768.0,0.0,0.1,1,15,2.4,36.1,41563,60615-23,POINT (-87.602725 41.80199300000001)
60631,15,4/5/2020,4/11/2020,21.0,68.0,71.0,230.3,181,547,613,1852.4,0.1,0.1,0,1,0.0,3.4,29529,60631-15,POINT (-87.813371 41.995019)
60656,12,3/15/2020,3/21/2020,4.0,5.0,14.0,18.1,24,28,87,101.5,0.2,0.2,0,0,0.0,0.0,27579,60656-12,POINT (-87.817934 41.974566)
60606,20,5/10/2020,5/16/2020,0.0,20.0,0.0,645.0,78,286,2515,9222.8,0.0,0.1,0,0,0.0,0.0,3101,60606-20,POINT (-87.63676 41.882634)
60614,24,6/7/2020,6/13/2020,12.0,470.0,17.0,659.1,572,4261,802,5975.5,0.0,0.1,2,62,2.8,86.9,71308,60614-24,POINT (-87.652064 41.922605)
60607,19,5/3/2020,5/9/2020,14.0,332.0,47.0,1122.0,163,1180,551,3987.7,0.1,0.3,1,4,3.4,13.5,29591,60607-19,POINT (-87.652727 41.876104)
60707,19,5/3/2020,5/9/2020,34.0,95.0,79.0,220.8,266,813,618,1889.9,0.1,0.1,5,7,11.6,16.3,43019,60707-19,POINT (-87.808283 41.921777)
60621,22,5/24/2020,5/30/2020,21.0,476.0,72.0,1639.0,318,2293,1095,7895.5,0.1,0.2,2,45,6.9,154.9,29042,60621-22,POINT (-87.638812 41.776931)
60637,24,6/7/2020,6/13/2020,10.0,575.0,21.0,1211.7,410,4375,864,9219.5,0.0,0.1,2,24,4.2,50.6,47454,60637-24,POINT (-87.604053 41.780991)
60654,16,4/12/2020,4/18/2020,17.0,95.0,89.0,496.5,60,285,314,1489.4,0.3,0.3,0,0,0.0,0.0,19135,60654-16,POINT (-87.63635400000001 41.892485)
60605,14,3/29/2020,4/4/2020,11.0,49.0,40.0,178.1,64,247,233,897.6,0.2,0.2,0,0,0.0,0.0,27519,60605-14,POINT (-87.623449 41.867824)
60622,11,3/8/2020,3/14/2020,5.0,5.0,10.0,9.5,10,12,19,22.7,0.5,0.4,0,0,0.0,0.0,52793,60622-11,POINT (-87.681818 41.902762)
